datetime,portfolio_value,cash,return
2023-11-01 09:30:00-04:00,100000.0,100000.0,
2023-11-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-11-03 09:30:00-04:00,99232.47671508789,149909.85842895508,-0.007675232849121083
2023-11-04 09:30:00-04:00,99232.47671508789,149909.85842895508,0.0
2023-11-06 09:30:00-05:00,98959.86828613281,149909.85842895508,-0.002747169454792253
2023-11-07 09:30:00-05:00,98934.12814331055,149909.85842895508,-0.0002601068823964159
2023-11-08 09:30:00-05:00,98716.50985717773,149909.85842895508,-0.002199628077962923
2023-11-09 09:30:00-05:00,98613.54928588867,149909.85842895508,-0.0010429924177629557
2023-11-10 09:30:00-05:00,98900.19714355469,149909.85842895508,0.002906779643789159
2023-11-11 09:30:00-05:00,98900.19714355469,149909.85842895508,0.0
2023-11-13 09:30:00-05:00,98519.94714355469,149909.85842895508,-0.0038447850558686048
2023-11-14 09:30:00-05:00,96478.02819824219,225018.1903076172,-0.020725944385020734
2023-11-15 09:30:00-05:00,95644.03146209716,172612.83895721435,-0.008644421447247419
2023-11-16 09:30:00-05:00,95796.21874847412,172612.83895721435,0.0015911843535920678
2023-11-17 09:30:00-05:00,95992.05663909912,9545.978514099115,0.0020443175438813466
2023-11-18 09:30:00-05:00,95992.05663909912,9545.978514099115,0.0
2023-11-20 09:30:00-05:00,96047.73827972412,9545.978514099115,0.0005800650863680978
2023-11-21 09:30:00-05:00,96556.53710784912,9545.978514099115,0.005297353558115114
2023-11-22 09:30:00-05:00,96902.14062347412,9545.978514099115,0.0035792865607739976
2023-11-23 09:30:00-05:00,96902.14062347412,4996.178404235834,0.0
2023-11-24 09:30:00-05:00,96920.31988372802,4996.178404235834,0.00018760432057485232
2023-11-25 09:30:00-05:00,96920.31988372802,4996.178404235834,0.0
2023-11-27 09:30:00-05:00,96835.47717132568,4996.178404235834,-0.0008753862193616735
2023-11-28 09:30:00-05:00,96838.32720794677,99108.7271408081,2.943174035330287e-05
2023-11-29 09:30:00-05:00,96822.97717132568,99108.7271408081,-0.00015851199688865503
2023-11-30 09:30:00-05:00,96831.32708587646,99108.7271408081,8.623897751047771e-05
2023-12-01 09:30:00-05:00,96829.87719573974,99108.7271408081,-1.4973358109959811e-05
2023-12-02 09:30:00-05:00,96829.87719573974,99108.7271408081,0.0
2023-12-04 09:30:00-05:00,96830.72711029052,99108.7271408081,8.77739986249182e-06
2023-12-05 09:30:00-05:00,96832.42709197997,99108.7271408081,1.7556221461711985e-05
2023-12-06 09:30:00-05:00,96814.67715301513,99108.7271408081,-0.0001833057323656906
2023-12-07 09:30:00-05:00,96824.17712249755,99108.7271408081,9.812530250363771e-05
2023-12-08 09:30:00-05:00,96821.42718353271,99108.7271408081,-2.84013667511962e-05
2023-12-09 09:30:00-05:00,96821.42718353271,99108.7271408081,0.0
2023-12-11 09:30:00-05:00,96810.27712860107,99108.7271408081,-0.00011516102639663739
2023-12-12 09:30:00-05:00,96800.57711639404,99108.7271408081,-0.00010019609998790369
2023-12-13 09:30:00-05:00,96786.27718963622,99108.7271408081,-0.00014772563536080696
2023-12-14 09:30:00-05:00,96746.2271408081,99108.7271408081,-0.00041379883585823674
2023-12-15 09:30:00-05:00,96761.27718963622,99108.7271408081,0.0001555621265336704
2023-12-16 09:30:00-05:00,96761.27718963622,99108.7271408081,0.0
2023-12-18 09:30:00-05:00,96744.29708587646,99099.1971408081,-0.00017548449393123278
2023-12-19 09:30:00-05:00,96736.54714691162,99099.1971408081,-8.010745024034094e-05
2023-12-20 09:30:00-05:00,96729.39718353271,99099.1971408081,-7.391170751680498e-05
2023-12-21 09:30:00-05:00,96742.54720794677,99099.1971408081,0.00013594651467863095
2023-12-22 09:30:00-05:00,96729.89721405029,99099.1971408081,-0.00013075936350215311
2023-12-23 09:30:00-05:00,96729.89721405029,148854.49560272216,0.0
2023-12-26 09:30:00-05:00,96706.7947970581,148854.49560272216,-0.00023883429691928804
2023-12-27 09:30:00-05:00,96556.09533416748,148854.49560272216,-0.0015583130762101272
2023-12-28 09:30:00-05:00,96397.69506561279,148854.49560272216,-0.0016404999395065456
2023-12-29 09:30:00-05:00,96436.13416015625,146467.58313476562,0.0003987553283020251
2023-12-30 09:30:00-05:00,96436.13416015625,146467.58313476562,0.0
